STOCK,PRICE,TIME
PYPL,169.6,2020-07-14 16:59:59.241393
MKTX,516.54,2020-07-14 17:00:00.005630
NFLX,516.63,2020-07-14 17:00:01.037733
SPOT,257.41,2020-07-14 17:00:01.990351
ATVI,78.42,2020-07-14 17:00:03.003421
FTCH,19.91,2020-07-14 17:00:04.037845
UPWK,14.15,2020-07-14 17:00:05.248286
ESTC,86.75,2020-07-14 17:00:06.200270
OSTK,41.62,2020-07-14 17:00:37.001685
ZM,255.35,2020-07-14 17:00:37.953024
TSLA,1517.99,2020-07-14 17:00:38.766719
CLDR,11.39,2020-07-14 17:00:40.082989
FREQ,21.29,2020-07-14 17:00:40.883086
FSLY,80.76,2020-07-14 17:00:41.718580
TTD,422.1,2020-07-14 17:00:43.475981
PLUG,8.48,2020-07-14 17:00:44.206450
DOCU,189.05,2020-07-14 17:00:45.028165
AMZN,3061.0,2020-07-14 17:00:45.842765
AVLR,124.37,2020-07-14 17:00:46.688115
COUP,288.07,2020-07-14 17:00:48.157673
MSCI,363.95,2020-07-14 17:00:48.956855
ACAD,52.65,2020-07-14 17:00:49.752840
TDOC,209.34,2020-07-14 17:00:50.589207
PYPL,169.73,2020-07-14 17:00:51.368668
MKTX,517.83,2020-07-14 17:00:52.158707
NFLX,515.27,2020-07-14 17:00:52.973335
SPOT,257.02,2020-07-14 17:00:53.796408
ATVI,78.38,2020-07-14 17:00:54.694826
FTCH,19.87,2020-07-14 17:00:55.496014
UPWK,14.14,2020-07-14 17:00:56.349001
ESTC,86.75,2020-07-14 17:00:57.240330
OSTK,41.52,2020-07-14 17:01:21.516610
ZM,255.1,2020-07-14 17:01:22.395937
TSLA,1508.75,2020-07-14 17:01:23.437928
CLDR,11.38,2020-07-14 17:01:24.297448
FREQ,21.29,2020-07-14 17:01:25.419187
FSLY,80.5,2020-07-14 17:01:26.347399
TTD,421.36,2020-07-14 17:01:27.152219
PLUG,8.48,2020-07-14 17:01:27.898375
DOCU,188.69,2020-07-14 17:01:28.851262
AMZN,3056.65,2020-07-14 17:01:29.669497
AVLR,124.06,2020-07-14 17:01:30.658826
COUP,287.5,2020-07-14 17:01:31.426937
MSCI,363.95,2020-07-14 17:01:32.253509
ACAD,52.59,2020-07-14 17:01:33.035430
TDOC,209.16,2020-07-14 17:01:33.850491
PYPL,169.52,2020-07-14 17:01:34.622026
MKTX,517.83,2020-07-14 17:01:35.536779
NFLX,515.27,2020-07-14 17:01:36.339429
SPOT,256.56,2020-07-14 17:01:37.283762
ATVI,78.32,2020-07-14 17:01:38.162520
FTCH,19.84,2020-07-14 17:01:38.977357
UPWK,14.16,2020-07-14 17:01:39.834623
ESTC,86.55,2020-07-14 17:01:40.629926
OSTK,41.48,2020-07-14 17:03:41.434718
ZM,255.78,2020-07-14 17:03:42.360544
TSLA,1511.65,2020-07-14 17:03:43.342329
CLDR,11.4,2020-07-14 17:03:44.304771
FREQ,21.29,2020-07-14 17:03:45.272727
FSLY,80.15,2020-07-14 17:03:46.215471
TTD,421.34,2020-07-14 17:03:46.995129
PLUG,8.54,2020-07-14 17:03:47.711860
DOCU,189.32,2020-07-14 17:03:48.560013
AMZN,3058.36,2020-07-14 17:03:49.360571
AVLR,124.01,2020-07-14 17:03:50.250297
COUP,287.92,2020-07-14 17:03:51.030103
MSCI,363.95,2020-07-14 17:03:51.795605
ACAD,52.69,2020-07-14 17:03:52.566080
TDOC,209.24,2020-07-14 17:03:53.464941
PYPL,169.7,2020-07-14 17:03:54.303782
MKTX,517.83,2020-07-14 17:03:55.122745
NFLX,516.39,2020-07-14 17:03:55.884346
SPOT,257.01,2020-07-14 17:03:56.736272
ATVI,78.46,2020-07-14 17:03:57.617961
FTCH,19.84,2020-07-14 17:03:58.759426
UPWK,14.08,2020-07-14 17:03:59.595793
ESTC,86.67,2020-07-14 17:04:00.371623
OSTK,41.53,2020-07-14 17:06:01.226884
ZM,255.82,2020-07-14 17:06:02.550556
TSLA,1510.1,2020-07-14 17:06:03.322029
CLDR,11.4,2020-07-14 17:06:04.270367
FREQ,21.38,2020-07-14 17:06:05.023484
FSLY,80.17,2020-07-14 17:06:05.836859
TTD,422.54,2020-07-14 17:06:06.685685
PLUG,8.53,2020-07-14 17:06:07.472338
DOCU,189.46,2020-07-14 17:06:08.272655
AMZN,3053.97,2020-07-14 17:06:09.397940
AVLR,124.13,2020-07-14 17:06:10.325314
COUP,288.07,2020-07-14 17:06:11.163776
MSCI,363.33,2020-07-14 17:06:12.284962
ACAD,52.72,2020-07-14 17:06:13.016194
TDOC,209.29,2020-07-14 17:06:13.805887
PYPL,169.54,2020-07-14 17:06:14.679086
MKTX,517.84,2020-07-14 17:06:15.689200
NFLX,516.03,2020-07-14 17:06:16.520964
SPOT,256.36,2020-07-14 17:06:17.365066
ATVI,78.34,2020-07-14 17:06:18.231080
FTCH,19.81,2020-07-14 17:06:18.947429
UPWK,14.12,2020-07-14 17:06:20.757351
ESTC,86.53,2020-07-14 17:06:21.539381
OSTK,41.3,2020-07-14 17:08:22.374281
ZM,255.66,2020-07-14 17:08:23.223363
TSLA,1503.17,2020-07-14 17:08:23.959813
CLDR,11.41,2020-07-14 17:08:24.761185
FREQ,21.29,2020-07-14 17:08:25.519477
FSLY,80.08,2020-07-14 17:08:26.307346
TTD,421.62,2020-07-14 17:08:27.076667
PLUG,8.55,2020-07-14 17:08:27.890448
DOCU,189.33,2020-07-14 17:08:28.755842
AMZN,3055.68,2020-07-14 17:08:29.522395
AVLR,123.94,2020-07-14 17:08:30.284739
COUP,287.64,2020-07-14 17:08:31.123245
MSCI,363.21,2020-07-14 17:08:31.845435
ACAD,52.63,2020-07-14 17:08:32.788564
TDOC,209.62,2020-07-14 17:08:33.603807
PYPL,169.85,2020-07-14 17:08:34.415990
MKTX,516.23,2020-07-14 17:08:35.252022
NFLX,517.9,2020-07-14 17:08:36.116391
SPOT,256.54,2020-07-14 17:08:36.921291
ATVI,78.45,2020-07-14 17:08:37.696546
FTCH,19.82,2020-07-14 17:08:38.531511
UPWK,14.11,2020-07-14 17:08:39.622735
ESTC,86.4,2020-07-14 17:08:40.421191
OSTK,41.35,2020-07-14 17:10:41.198553
ZM,255.6,2020-07-14 17:10:42.242361
TSLA,1500.0,2020-07-14 17:10:42.998087
CLDR,11.39,2020-07-14 17:10:43.688581
FREQ,21.29,2020-07-14 17:10:44.575503
FSLY,80.01,2020-07-14 17:10:45.381734
TTD,420.68,2020-07-14 17:10:46.343053
PLUG,8.52,2020-07-14 17:10:47.101855
DOCU,189.5,2020-07-14 17:10:48.003932
AMZN,3055.65,2020-07-14 17:10:48.941248
AVLR,123.76,2020-07-14 17:10:49.736623
COUP,287.54,2020-07-14 17:10:50.572579
MSCI,362.84,2020-07-14 17:10:51.580882
ACAD,52.69,2020-07-14 17:10:52.383507
TDOC,209.65,2020-07-14 17:10:53.342749
PYPL,169.86,2020-07-14 17:10:54.353271
MKTX,516.23,2020-07-14 17:10:55.296223
NFLX,518.62,2020-07-14 17:10:56.047766
SPOT,256.85,2020-07-14 17:10:56.815773
ATVI,78.46,2020-07-14 17:10:57.653319
FTCH,19.82,2020-07-14 17:10:58.493040
UPWK,14.1,2020-07-14 17:10:59.303112
ESTC,86.43,2020-07-14 17:11:00.061669
OSTK,41.17,2020-07-14 17:13:00.924236
ZM,255.43,2020-07-14 17:13:01.751577
TSLA,1500.22,2020-07-14 17:13:02.534256
CLDR,11.39,2020-07-14 17:13:03.375440
FREQ,21.29,2020-07-14 17:13:04.203630
FSLY,79.82,2020-07-14 17:13:05.025707
TTD,420.28,2020-07-14 17:13:05.977089
PLUG,8.5,2020-07-14 17:13:06.778843
DOCU,189.26,2020-07-14 17:13:07.759405
AMZN,3055.3,2020-07-14 17:13:08.696230
AVLR,123.57,2020-07-14 17:13:09.542225
COUP,287.61,2020-07-14 17:13:10.335315
MSCI,362.89,2020-07-14 17:13:11.222810
ACAD,52.64,2020-07-14 17:13:12.104016
TDOC,209.01,2020-07-14 17:13:12.914214
PYPL,169.97,2020-07-14 17:13:13.845847
MKTX,517.21,2020-07-14 17:13:14.756643
NFLX,518.12,2020-07-14 17:13:15.717462
SPOT,256.61,2020-07-14 17:13:16.467299
ATVI,78.48,2020-07-14 17:13:17.263349
FTCH,19.86,2020-07-14 17:13:18.120094
UPWK,14.11,2020-07-14 17:13:18.874121
ESTC,86.43,2020-07-14 17:13:19.708594
OSTK,41.25,2020-07-14 17:15:20.637805
ZM,255.71,2020-07-14 17:15:21.588354
TSLA,1504.3,2020-07-14 17:15:23.044810
CLDR,11.39,2020-07-14 17:15:23.868714
FREQ,21.2,2020-07-14 17:15:24.712576
FSLY,80.22,2020-07-14 17:15:25.537867
TTD,421.68,2020-07-14 17:15:26.368366
PLUG,8.54,2020-07-14 17:15:27.281723
DOCU,189.3,2020-07-14 17:15:28.323756
AMZN,3051.59,2020-07-14 17:15:29.178368
AVLR,123.88,2020-07-14 17:15:29.999317
COUP,287.62,2020-07-14 17:15:30.779721
MSCI,362.9,2020-07-14 17:15:31.607957
ACAD,52.75,2020-07-14 17:15:32.525580
TDOC,208.99,2020-07-14 17:15:33.357940
PYPL,170.02,2020-07-14 17:15:34.198842
MKTX,517.21,2020-07-14 17:15:34.949383
NFLX,517.41,2020-07-14 17:15:35.823068
SPOT,256.73,2020-07-14 17:15:36.742413
ATVI,78.44,2020-07-14 17:15:37.644747
FTCH,19.84,2020-07-14 17:15:38.402775
UPWK,14.09,2020-07-14 17:15:39.496390
ESTC,86.36,2020-07-14 17:15:40.215740
OSTK,41.65,2020-07-14 17:17:41.055732
ZM,256.72,2020-07-14 17:17:41.913309
TSLA,1519.32,2020-07-14 17:17:43.070952
CLDR,11.45,2020-07-14 17:17:43.923089
FREQ,21.2,2020-07-14 17:17:44.658439
FSLY,80.94,2020-07-14 17:17:45.434376
TTD,422.48,2020-07-14 17:17:46.506636
PLUG,8.57,2020-07-14 17:17:47.390101
DOCU,190.0,2020-07-14 17:17:48.242476
AMZN,3068.61,2020-07-14 17:17:49.132966
AVLR,124.13,2020-07-14 17:17:49.941582
COUP,289.15,2020-07-14 17:17:50.733111
MSCI,364.18,2020-07-14 17:17:51.538489
ACAD,52.85,2020-07-14 17:17:52.320453
TDOC,209.71,2020-07-14 17:17:53.083725
PYPL,170.46,2020-07-14 17:17:54.339994
MKTX,517.89,2020-07-14 17:17:55.478448
NFLX,519.26,2020-07-14 17:17:56.327878
SPOT,257.78,2020-07-14 17:17:57.236920
ATVI,78.65,2020-07-14 17:17:58.264776
FTCH,19.89,2020-07-14 17:17:59.078040
UPWK,14.15,2020-07-14 17:17:59.909708
ESTC,86.97,2020-07-14 17:18:10.802305
OSTK,41.76,2020-07-14 17:20:11.821140
ZM,257.39,2020-07-14 17:20:12.712109
TSLA,1521.37,2020-07-14 17:20:13.599846
CLDR,11.45,2020-07-14 17:20:15.483460
FREQ,21.2,2020-07-14 17:20:16.218294
FSLY,81.21,2020-07-14 17:20:17.005284
TTD,422.66,2020-07-14 17:20:17.874665
PLUG,8.56,2020-07-14 17:20:18.655253
DOCU,190.16,2020-07-14 17:20:19.426653
AMZN,3069.51,2020-07-14 17:20:20.486661
AVLR,124.12,2020-07-14 17:20:21.282696
COUP,289.67,2020-07-14 17:20:22.044520
MSCI,364.76,2020-07-14 17:20:22.942772
ACAD,52.92,2020-07-14 17:20:23.744944
TDOC,210.32,2020-07-14 17:20:24.564257
PYPL,170.53,2020-07-14 17:20:25.463452
MKTX,517.67,2020-07-14 17:20:26.263362
NFLX,518.6,2020-07-14 17:20:27.087694
SPOT,257.69,2020-07-14 17:20:27.936134
ATVI,78.65,2020-07-14 17:20:28.699416
FTCH,19.92,2020-07-14 17:20:29.946500
UPWK,14.12,2020-07-14 17:20:30.885890
ESTC,87.16,2020-07-14 17:20:31.771182
OSTK,43.13,2020-07-15 11:38:15.851850
ZM,260.01,2020-07-15 11:38:16.622324
TSLA,1516.8,2020-07-15 11:38:17.410806
CLDR,11.56,2020-07-15 11:38:18.189737
FREQ,21.76,2020-07-15 11:38:19.064851
FSLY,81.87,2020-07-15 11:38:19.782301
TTD,432.04,2020-07-15 11:38:25.591141
PLUG,8.65,2020-07-15 11:38:26.359642
DOCU,196.43,2020-07-15 11:38:27.275774
OSTK,43.13,2020-07-15 12:23:51.461147
ZM,260.01,2020-07-15 12:23:52.411884
TSLA,1516.8,2020-07-15 12:23:53.214074
CLDR,11.56,2020-07-15 12:23:53.937285
FREQ,21.76,2020-07-15 12:23:54.658569
FSLY,81.87,2020-07-15 12:23:55.458819
TTD,432.04,2020-07-15 12:23:56.640992
PLUG,8.65,2020-07-15 12:23:57.326659
DOCU,196.43,2020-07-15 12:23:58.096995
AMZN,3084.0,2020-07-15 12:23:58.818542
AVLR,128.25,2020-07-15 12:23:59.571597
COUP,297.79,2020-07-15 12:24:00.265163
MSCI,369.08,2020-07-15 12:24:01.595214
ACAD,53.72,2020-07-15 12:24:02.542935
TDOC,209.22,2020-07-15 12:24:03.340053
PYPL,172.3,2020-07-15 12:24:04.186815
MKTX,522.22,2020-07-15 12:24:05.050266
NFLX,524.88,2020-07-15 12:24:05.839345
SPOT,262.8,2020-07-15 12:24:06.606284
ATVI,79.77,2020-07-15 12:24:07.730432
FTCH,20.61,2020-07-15 12:24:08.666562
UPWK,13.87,2020-07-15 12:24:09.578050
ESTC,88.93,2020-07-15 12:24:10.369633
OSTK,43.13,2020-07-15 12:40:10.764960
ZM,260.01,2020-07-15 12:40:11.624455
TSLA,1516.8,2020-07-15 12:40:12.332560
CLDR,11.56,2020-07-15 12:40:13.142473
FREQ,21.76,2020-07-15 12:40:13.952114
FSLY,81.87,2020-07-15 12:40:14.888997
TTD,432.04,2020-07-15 12:40:15.646792
PLUG,8.65,2020-07-15 12:40:16.409740
DOCU,196.43,2020-07-15 12:40:17.384373
AMZN,3084.0,2020-07-15 12:40:18.267127
AVLR,128.25,2020-07-15 12:40:19.254908
COUP,297.79,2020-07-15 12:40:20.042165
MSCI,369.08,2020-07-15 12:40:21.203886
ACAD,53.72,2020-07-15 12:40:22.056491
TDOC,209.22,2020-07-15 12:40:23.087620
PYPL,172.3,2020-07-15 12:40:23.792723
MKTX,522.22,2020-07-15 12:40:24.539900
NFLX,524.88,2020-07-15 12:40:25.385624
SPOT,262.8,2020-07-15 12:40:26.168257
ATVI,79.77,2020-07-15 12:40:26.891244
FTCH,20.61,2020-07-15 12:40:27.865811
UPWK,13.87,2020-07-15 12:40:28.608250
ESTC,88.93,2020-07-15 12:40:29.351365
OSTK,43.13,2020-07-15 12:58:12.473174
ZM,260.01,2020-07-15 12:58:13.583489
TSLA,1516.8,2020-07-15 12:58:14.353046
CLDR,11.56,2020-07-15 12:58:15.094411
FREQ,21.76,2020-07-15 12:58:16.026441
FSLY,81.87,2020-07-15 12:58:16.968247
TTD,432.04,2020-07-15 12:58:17.791356
PLUG,8.65,2020-07-15 12:58:23.717744
DOCU,196.43,2020-07-15 12:58:24.661094
OSTK,43.13,2020-07-15 13:01:33.389146
ZM,260.01,2020-07-15 13:01:34.175931
TSLA,1516.8,2020-07-15 13:01:34.946478
CLDR,11.56,2020-07-15 13:01:35.971160
FREQ,21.76,2020-07-15 13:01:37.071535
FSLY,81.87,2020-07-15 13:01:37.989005
TTD,432.04,2020-07-15 13:01:38.987522
PLUG,8.65,2020-07-15 13:01:39.718772
DOCU,196.43,2020-07-15 13:01:40.494660
AMZN,3084.0,2020-07-15 13:01:41.292741
AVLR,128.25,2020-07-15 13:01:42.063689
COUP,297.79,2020-07-15 13:01:43.030983
MSCI,369.08,2020-07-15 13:01:43.844005
ACAD,53.72,2020-07-15 13:01:44.591385
TDOC,209.22,2020-07-15 13:01:45.476419
PYPL,172.3,2020-07-15 13:01:46.451244
MKTX,522.22,2020-07-15 13:01:47.254056
NFLX,524.88,2020-07-15 13:01:48.026802
SPOT,262.8,2020-07-15 13:01:48.771726
ATVI,79.77,2020-07-15 13:01:49.555932
FTCH,20.61,2020-07-15 13:01:50.425154
UPWK,13.87,2020-07-15 13:01:51.435093
ESTC,88.93,2020-07-15 13:01:52.253024
OSTK,43.13,2020-07-15 13:02:14.629978
ZM,260.01,2020-07-15 13:02:15.354468
TSLA,1516.8,2020-07-15 13:02:16.141130
CLDR,11.56,2020-07-15 13:02:17.086384
FREQ,21.76,2020-07-15 13:02:18.208298
FSLY,81.87,2020-07-15 13:02:18.968485
TTD,432.04,2020-07-15 13:02:19.724347
PLUG,8.65,2020-07-15 13:02:20.482403
DOCU,196.43,2020-07-15 13:02:26.732902
AMZN,3084.0,2020-07-15 13:02:27.545648
AVLR,128.25,2020-07-15 13:02:28.608442
COUP,297.79,2020-07-15 13:02:29.570456
MSCI,369.08,2020-07-15 13:02:30.405476
ACAD,53.72,2020-07-15 13:02:31.167744
TDOC,209.22,2020-07-15 13:02:32.062128
PYPL,172.3,2020-07-15 13:02:33.112068
MKTX,522.22,2020-07-15 13:02:34.052642
NFLX,524.88,2020-07-15 13:02:35.017140
SPOT,262.8,2020-07-15 13:02:35.860533
ATVI,79.77,2020-07-15 13:02:36.604029
FTCH,20.61,2020-07-15 13:02:37.442445
UPWK,13.87,2020-07-15 13:02:38.295028
ESTC,88.93,2020-07-15 13:02:39.340807
OSTK,42.9,2020-07-15 14:33:22.562101
ZM,252.55,2020-07-15 14:33:23.579342
TSLA,1520.94,2020-07-15 14:33:24.391362
CLDR,11.54,2020-07-15 14:33:25.158916
FREQ,21.43,2020-07-15 14:33:25.948307
FSLY,79.68,2020-07-15 14:33:26.759886
TTD,435.43,2020-07-15 14:33:27.682705
PLUG,8.9,2020-07-15 14:33:28.434333
DOCU,191.32,2020-07-15 14:33:29.185920
AMZN,3069.98,2020-07-15 14:33:29.970545
AVLR,128.39,2020-07-15 14:33:30.741322
COUP,293.92,2020-07-15 14:33:31.641636
MSCI,374.04,2020-07-15 14:33:32.612097
ACAD,54.22,2020-07-15 14:33:33.395391
TDOC,208.3,2020-07-15 14:33:34.279865
PYPL,171.98,2020-07-15 14:33:35.010693
MKTX,522.41,2020-07-15 14:33:35.827378
NFLX,516.89,2020-07-15 14:33:36.616615
SPOT,263.19,2020-07-15 14:33:37.426401
ATVI,77.77,2020-07-15 14:33:38.164896
FTCH,21.07,2020-07-15 14:33:39.192410
ESTC,88.3,2020-07-15 14:33:41.590971
OSTK,73.34,2020-09-04 13:12:50.502964
ZM,381.32,2020-09-04 13:12:51.548582
TSLA,407.0,2020-09-04 13:12:52.464773
CLDR,11.63,2020-09-04 13:12:53.383515
FREQ,18.15,2020-09-04 13:12:54.461551
FSLY,81.7,2020-09-04 13:12:56.451064
TTD,464.65,2020-09-04 13:12:57.387089
PLUG,11.55,2020-09-04 13:12:58.294324
DOCU,242.01,2020-09-04 13:12:59.205625
AMZN,3368.0,2020-09-04 13:13:00.779942
AVLR,126.9,2020-09-04 13:13:02.008749
COUP,308.23,2020-09-04 13:13:02.996238
MSCI,360.46,2020-09-04 13:13:05.512596
ACAD,38.39,2020-09-04 13:13:06.493808
TDOC,203.01,2020-09-04 13:13:07.914279
PYPL,204.99,2020-09-04 13:13:08.973056
MKTX,471.23,2020-09-04 13:13:10.304023
NFLX,525.75,2020-09-04 13:13:11.300580
SPOT,261.66,2020-09-04 13:13:12.322186
ATVI,80.31,2020-09-04 13:13:13.370162
FTCH,26.86,2020-09-04 13:13:14.452201
UPWK,14.63,2020-09-04 13:13:16.405073
ESTC,101.92,2020-09-04 13:13:17.503900
OSTK,73.34,2020-09-04 13:27:25.813316
ZM,381.32,2020-09-04 13:27:26.890616
TSLA,407.0,2020-09-04 13:27:28.023686
CLDR,11.63,2020-09-04 13:27:30.123715
FREQ,18.15,2020-09-04 13:27:31.242973
FSLY,81.7,2020-09-04 13:27:33.635460
TTD,464.65,2020-09-04 13:27:34.594956
PLUG,11.55,2020-09-04 13:27:35.504412
DOCU,242.01,2020-09-04 13:27:36.409232
AMZN,3368.0,2020-09-04 13:27:37.270546
AVLR,126.9,2020-09-04 13:27:38.186898
COUP,308.23,2020-09-04 13:27:39.098573
MSCI,360.46,2020-09-04 13:27:40.155153
ACAD,38.39,2020-09-04 13:27:41.076719
TDOC,203.01,2020-09-04 13:27:41.986331
PYPL,204.99,2020-09-04 13:27:44.707185
MKTX,471.23,2020-09-04 13:27:45.706715
NFLX,525.75,2020-09-04 13:27:47.364381
SPOT,261.66,2020-09-04 13:27:48.316783
ATVI,80.31,2020-09-04 13:27:49.286664
FTCH,26.86,2020-09-04 13:27:50.256407
UPWK,14.63,2020-09-04 13:27:52.983727
ESTC,101.92,2020-09-04 13:27:54.010402
OSTK,73.34,2020-09-04 13:37:08.275941
ZM,381.32,2020-09-04 13:37:09.141133
TSLA,407.0,2020-09-04 13:37:11.812047
CLDR,11.63,2020-09-04 13:37:12.723607
FREQ,18.15,2020-09-04 13:37:13.598267
FSLY,81.7,2020-09-04 13:37:14.700500
TTD,464.65,2020-09-04 13:37:15.633045
PLUG,11.55,2020-09-04 13:37:16.567131
DOCU,242.01,2020-09-04 13:37:18.150923
AMZN,3368.0,2020-09-04 13:37:18.998628
AVLR,126.9,2020-09-04 13:37:19.853925
COUP,308.23,2020-09-04 13:37:20.834275
MSCI,360.46,2020-09-04 13:37:24.299043
ACAD,38.39,2020-09-04 13:37:25.287001
TDOC,203.01,2020-09-04 13:37:26.179615
PYPL,204.99,2020-09-04 13:37:28.512905
MKTX,471.23,2020-09-04 13:37:29.540984
NFLX,525.75,2020-09-04 13:37:30.427587
SPOT,261.66,2020-09-04 13:37:32.926111
ATVI,80.31,2020-09-04 13:37:33.831689
FTCH,26.86,2020-09-04 13:37:34.771095
UPWK,14.63,2020-09-04 13:37:35.760448
ESTC,101.92,2020-09-04 13:37:36.610277
OSTK,73.34,2020-09-04 13:40:12.181279
ZM,381.32,2020-09-04 13:40:13.140884
TSLA,407.0,2020-09-04 13:40:15.934674
CLDR,11.63,2020-09-04 13:40:16.886057
FREQ,18.15,2020-09-04 13:40:17.914332
FSLY,81.7,2020-09-04 13:40:18.842821
TTD,464.65,2020-09-04 13:40:19.853812
PLUG,11.55,2020-09-04 13:40:21.056314
DOCU,242.01,2020-09-04 13:40:22.105542
AMZN,3368.0,2020-09-04 13:40:23.041933
AVLR,126.9,2020-09-04 13:40:23.964956
COUP,308.23,2020-09-04 13:40:25.199834
MSCI,360.46,2020-09-04 13:40:26.277766
ACAD,38.39,2020-09-04 13:40:27.323471
TDOC,203.01,2020-09-04 13:40:28.239022
PYPL,204.99,2020-09-04 13:40:29.156003
MKTX,471.23,2020-09-04 13:40:30.102405
NFLX,525.75,2020-09-04 13:40:31.146512
SPOT,261.66,2020-09-04 13:40:32.070435
ATVI,80.31,2020-09-04 13:40:32.973605
FTCH,26.86,2020-09-04 13:40:33.958208
UPWK,14.63,2020-09-04 13:40:34.920827
ESTC,101.92,2020-09-04 13:40:35.989527
OSTK,73.34,2020-09-04 13:41:41.871700
OSTK,73.34,2020-09-04 13:51:03.910978
ZM,381.32,2020-09-04 13:51:05.797481
TSLA,407.0,2020-09-04 13:51:07.597962
CLDR,11.63,2020-09-04 13:51:09.291756
FREQ,18.15,2020-09-04 13:51:11.139502
FSLY,81.7,2020-09-04 13:51:13.094565
TTD,464.65,2020-09-04 13:51:15.061736
PLUG,11.55,2020-09-04 13:51:16.358272
DOCU,242.01,2020-09-04 13:51:17.758628
AMZN,3368.0,2020-09-04 13:51:19.807954
AVLR,126.9,2020-09-04 13:51:24.493554
COUP,308.23,2020-09-04 13:51:27.584317
MSCI,360.46,2020-09-04 13:51:31.967787
ACAD,38.39,2020-09-04 13:51:38.152927
TDOC,203.01,2020-09-04 13:51:40.091716
PYPL,204.99,2020-09-04 13:51:41.403879
MKTX,471.23,2020-09-04 13:51:44.865791
NFLX,525.75,2020-09-04 13:51:52.966021
SPOT,261.66,2020-09-04 13:51:56.077302
ATVI,80.31,2020-09-04 13:52:00.049814
FTCH,26.86,2020-09-04 13:52:01.151651
UPWK,14.63,2020-09-04 13:52:04.826839
ESTC,101.92,2020-09-04 13:52:07.262681
OSTK,73.34,2020-09-04 13:53:03.709926
ZM,381.32,2020-09-04 13:53:05.150584
TSLA,407.0,2020-09-04 13:53:06.168515
CLDR,11.63,2020-09-04 13:53:07.333836
FREQ,18.15,2020-09-04 13:53:08.439875
FSLY,81.7,2020-09-04 13:53:09.379131
TTD,464.65,2020-09-04 13:53:10.705530
PLUG,11.55,2020-09-04 13:53:11.698872
DOCU,242.01,2020-09-04 13:53:14.070345
AMZN,3368.0,2020-09-04 13:53:15.240773
AVLR,126.9,2020-09-04 13:53:16.121788
COUP,308.23,2020-09-04 13:53:18.803982
MSCI,360.46,2020-09-04 13:53:20.024975
ACAD,38.39,2020-09-04 13:53:21.011601
TDOC,203.01,2020-09-04 13:53:26.755852
PYPL,204.99,2020-09-04 13:53:28.131084
MKTX,471.23,2020-09-04 13:53:30.031543
NFLX,525.75,2020-09-04 13:53:31.017878
SPOT,261.66,2020-09-04 13:53:32.274443
ATVI,80.31,2020-09-04 13:53:33.329364
FTCH,26.86,2020-09-04 13:53:34.536317
UPWK,14.63,2020-09-04 13:53:35.463821
ESTC,101.92,2020-09-04 13:53:36.516370
OSTK,73.34,2020-09-04 13:55:04.472316
ZM,381.32,2020-09-04 13:55:05.531967
TSLA,407.0,2020-09-04 13:55:06.593787
CLDR,11.63,2020-09-04 13:55:08.103699
FREQ,18.15,2020-09-04 13:55:09.251081
FSLY,81.7,2020-09-04 13:55:10.687791
TTD,464.65,2020-09-04 13:55:13.699692
PLUG,11.55,2020-09-04 13:55:15.095517
DOCU,242.01,2020-09-04 13:55:16.075801
AMZN,3368.0,2020-09-04 13:55:17.182582
AVLR,126.9,2020-09-04 13:55:19.741052
COUP,308.23,2020-09-04 13:55:20.833499
MSCI,360.46,2020-09-04 13:55:21.970333
ACAD,38.39,2020-09-04 13:55:23.259778
TDOC,203.01,2020-09-04 13:55:24.235987
PYPL,204.99,2020-09-04 13:55:25.409057
MKTX,471.23,2020-09-04 13:55:26.338890
NFLX,525.75,2020-09-04 13:55:28.695788
SPOT,261.66,2020-09-04 13:55:29.662720
ATVI,80.31,2020-09-04 13:55:31.769282
FTCH,26.86,2020-09-04 13:55:34.528268
UPWK,14.63,2020-09-04 13:55:42.367513
ESTC,101.92,2020-09-04 13:55:45.710089
OSTK,73.34,2020-09-04 13:57:03.346964
ZM,381.32,2020-09-04 13:57:04.789218
TSLA,407.0,2020-09-04 13:57:05.873284
CLDR,11.63,2020-09-04 13:57:06.997312
FREQ,18.15,2020-09-04 13:57:09.387013
FSLY,81.7,2020-09-04 13:57:10.379680
TTD,464.65,2020-09-04 13:57:11.345115
PLUG,11.55,2020-09-04 13:57:16.510163
DOCU,242.01,2020-09-04 13:57:18.687567
AMZN,3368.0,2020-09-04 13:57:19.853346
AVLR,126.9,2020-09-04 13:57:20.828091
COUP,308.23,2020-09-04 13:57:21.838108
MSCI,360.46,2020-09-04 13:57:23.669898
ACAD,38.39,2020-09-04 13:57:24.775422
TDOC,203.01,2020-09-04 13:57:25.827222
PYPL,204.99,2020-09-04 13:57:28.663205
MKTX,471.23,2020-09-04 13:57:31.769819
NFLX,525.75,2020-09-04 13:57:37.102246
SPOT,261.66,2020-09-04 13:57:38.599973
ATVI,80.31,2020-09-04 13:57:39.487176
FTCH,26.86,2020-09-04 13:57:40.482452
UPWK,14.63,2020-09-04 13:57:41.527179
ESTC,101.92,2020-09-04 13:57:44.799363
OSTK,73.34,2020-09-04 14:02:12.675674
ZM,381.32,2020-09-04 14:02:13.630032
TSLA,407.0,2020-09-04 14:02:14.753982
CLDR,11.63,2020-09-04 14:02:15.836363
FREQ,18.15,2020-09-04 14:02:16.838180
